Fighter Name,Record,Height,Weight,Reach,Stance,SLpM,Str. Acc,SApM,Str. Def,TD Avg,TD Acc,TD Def,Sub. Avg
Travis Lutter,RECORD: 10-6-0,"5' 11""",185 lbs.,"75""",Orthodox,0.41,32%,2.42,42%,1.95,24%,30%,0.7
Kalib Starnes,RECORD: 17-11-1,"6' 3""",185 lbs.,"74""",Orthodox,2.71,48%,4.43,53%,1.46,33%,25%,0.6
Charles McCarthy,RECORD: 10-5-0,"5' 10""",185 lbs.,"71""",Orthodox,0.18,12%,4.03,56%,2.67,60%,0%,2.7
Kuniyoshi Hironaka,RECORD: 23-9-0,"5' 10""",168 lbs.,"70""",Orthodox,1.98,40%,3.01,54%,1.91,30%,25%,0.6
Din Thomas,RECORD: 26-9-0 (1 NC),"5' 9""",155 lbs.,--,Orthodox,1.85,37%,2.60,59%,1.38,52%,76%,1.2
Ryan Roberts,RECORD: 21-12-1 (1 NC),"5' 6""",155 lbs.,--,Orthodox,0.00,0%,22.50,45%,0.00,0%,0%,0.0
Jeff Cox,RECORD: 10-7-0,"5' 10""",155 lbs.,--,Orthodox,0.56,25%,1.69,33%,4.23,50%,80%,0.0
Roman Mitichyan,RECORD: 8-3-0,"5' 10""",170 lbs.,--,Orthodox,0.26,16%,2.70,43%,1.93,100%,25%,1.9
Tommy Speer,RECORD: 21-7-0,"5' 10""",170 lbs.,"71""",Orthodox,2.56,51%,5.12,35%,2.02,33%,33%,0.0
John Halverson,RECORD: 16-8-0 (1 NC),"5' 9""",155 lbs.,--,Southpaw,2.94,43%,5.29,47%,0.00,0%,66%,2.0
Tim Sylvia,RECORD: 31-10-0 (1 NC),"6' 8""",265 lbs.,"80""",Orthodox,4.23,41%,2.61,61%,0.11,100%,75%,0.1
David Heath,RECORD: 18-7-0,"5' 11""",205 lbs.,"72""",Orthodox,1.48,30%,5.16,49%,0.33,50%,57%,1.0
Terry Martin,RECORD: 23-11-0,"5' 8""",185 lbs.,"71""",Orthodox,2.82,43%,3.13,54%,3.10,42%,92%,0.0
Alberto Crane,RECORD: 15-5-0,"5' 5""",155 lbs.,--,Orthodox,0.43,25%,2.61,57%,0.00,0%,50%,4.0
Joe Veres,RECORD: 4-3-0,"5' 7""",155 lbs.,--,Orthodox,0.00,0%,5.55,27%,0.00,0%,0%,0.0
Colin Robinson,RECORD: 10-12-0,"6' 4""",243 lbs.,--,Orthodox,6.19,69%,7.91,37%,2.58,100%,50%,5.2
James Lee,RECORD: 15-3-0 (1 NC),"5' 11""",205 lbs.,--,Southpaw,1.40,42%,3.72,27%,13.95,50%,0%,7.0
Jordan Radev,RECORD: 23-5-0,"5' 7""",185 lbs.,--,Southpaw,1.35,23%,2.38,66%,0.00,0%,80%,0.0
Tony DeSouza,RECORD: 11-4-0,"6' 0""",170 lbs.,"70""",Southpaw,1.12,52%,1.57,41%,2.25,42%,40%,1.5
Doug Evans,RECORD: 13-10-0,"5' 9""",155 lbs.,--,Orthodox,1.79,35%,2.55,55%,3.19,83%,69%,0.6
Jared Rollins,RECORD: 8-4-0,"5' 9""",170 lbs.,--,Orthodox,3.33,57%,2.41,39%,2.50,50%,50%,1.2
Billy Miles,RECORD: 2-2-0,"5' 10""",170 lbs.,--,Orthodox,0.00,0%,1.25,33%,0.00,0%,0%,0.0
Dan Barrera,RECORD: 3-1-0,"5' 9""",170 lbs.,--,Orthodox,0.80,70%,1.20,28%,1.00,8%,0%,0.0
Richie Hightower,RECORD: 8-4-0 (1 NC),"5' 8""",170 lbs.,--,Orthodox,4.62,35%,6.92,21%,3.46,100%,100%,0.0
John Kolosci,RECORD: 15-9-0,"5' 11""",185 lbs.,--,Orthodox,0.21,20%,0.85,50%,0.00,0%,0%,0.0
Dorian Price,RECORD: 8-5-0,"6' 3""",170 lbs.,--,Southpaw,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Paul Georgieff,RECORD: 6-2-0,"6' 2""",170 lbs.,--,Orthodox,2.55,40%,2.34,35%,0.00,0%,0%,0.0
Luke Caudillo,RECORD: 17-17-0,"5' 7""",155 lbs.,--,Orthodox,1.97,28%,5.07,55%,0.44,20%,85%,0.0
Jason Black,RECORD: 23-4-1,"5' 8""",155 lbs.,--,Orthodox,1.06,47%,2.60,45%,0.48,33%,28%,6.2
Diego Saraiva,RECORD: 22-20-1,"5' 6""",155 lbs.,--,Orthodox,1.64,32%,3.58,62%,1.33,40%,0%,0.7
Scott Junk,RECORD: 8-3-1 (1 NC),"6' 1""",265 lbs.,--,Orthodox,5.13,60%,1.81,45%,0.00,0%,0%,0.0
Edilberto de Oliveira,RECORD: 29-15-2,"6' 0""",170 lbs.,--,Orthodox,4.12,32%,6.79,61%,0.00,0%,0%,0.0
Anthony Torres,RECORD: 5-3-0,"5' 8""",170 lbs.,--,Orthodox,3.54,48%,7.52,45%,0.00,0%,100%,2.2
Renato Sobral,RECORD: 37-11-0,"6' 1""",205 lbs.,"75""",Orthodox,2.23,45%,1.53,57%,2.48,42%,65%,2.6
Mike Nickels,RECORD: 9-5-0,"6' 4""",205 lbs.,--,Orthodox,4.44,52%,1.11,64%,11.11,80%,0%,2.8
Jason Gilliam,RECORD: 14-9-0,"6' 0""",170 lbs.,--,Orthodox,0.79,33%,3.14,42%,0.00,0%,0%,0.0
Jens Pulver,RECORD: 27-19-1,"5' 7""",145 lbs.,"70""",Southpaw,2.12,37%,3.13,56%,0.22,33%,63%,0.3
Floyd Sword,RECORD: 12-3-0,"6' 0""",185 lbs.,--,Orthodox,0.78,42%,1.57,40%,0.00,0%,33%,0.0
Brandon Melendez,RECORD: 25-25-0,"5' 11""",155 lbs.,--,Southpaw,0.84,26%,0.56,63%,0.00,0%,25%,0.0
Andy Wang,RECORD: 7-8-1 (1 NC),"5' 6""",155 lbs.,--,Orthodox,3.43,36%,10.29,62%,0.00,0%,0%,0.0
Allen Berube,RECORD: 4-3-0,"5' 8""",155 lbs.,--,Orthodox,0.92,80%,0.92,33%,6.87,100%,0%,3.4
Brian Geraghty,RECORD: 26-18-1,"5' 7""",155 lbs.,--,Orthodox,0.47,25%,9.77,36%,0.00,0%,50%,0.0
Hector Ramirez,RECORD: 10-6-1,"6' 0""",205 lbs.,--,Orthodox,2.27,41%,4.60,56%,2.30,55%,66%,0.5
Rory Singer,RECORD: 11-9-0,"6' 2""",185 lbs.,"77""",Orthodox,2.55,39%,2.42,63%,0.39,25%,64%,0.8
Scott Smith,RECORD: 18-11-0 (1 NC),"6' 0""",185 lbs.,"70""",Orthodox,1.90,27%,5.87,50%,0.12,6%,58%,0.5
Stevie Lynch,RECORD: 5-2-0,"5' 10""",170 lbs.,--,Orthodox,2.47,25%,7.06,41%,0.00,0%,0%,0.0
Pete Spratt,RECORD: 25-23-0,"5' 9""",170 lbs.,--,Orthodox,1.63,48%,1.33,55%,0.30,100%,46%,0.3
Chad Reiner,RECORD: 33-18-0,"5' 11""",170 lbs.,--,Orthodox,0.53,20%,1.97,46%,0.99,33%,25%,2.0
Sean Salmon,RECORD: 18-21-0,"5' 10""",185 lbs.,--,Southpaw,1.49,33%,2.03,65%,4.06,50%,0%,0.0
Elvis Sinosic,RECORD: 7-11-2,"6' 3""",205 lbs.,"77""",Orthodox,1.13,37%,4.60,53%,0.00,0%,0%,1.2
Assuerio Silva,RECORD: 16-8-0 (1 NC),"5' 10""",241 lbs.,--,Orthodox,1.42,46%,4.20,54%,2.66,34%,25%,1.8
David Lee,RECORD: 12-10-0,"5' 10""",155 lbs.,--,Orthodox,1.49,50%,3.31,42%,0.00,0%,50%,0.0
Victor Valimaki,RECORD: 18-10-0,"6' 0""",205 lbs.,--,Orthodox,3.94,30%,2.99,67%,0.90,14%,0%,0.0
Brad Imes,RECORD: 13-7-0,"6' 7""",265 lbs.,--,Orthodox,2.73,31%,4.24,49%,1.72,71%,0%,1.0
Josh Haynes,RECORD: 14-11-0,"5' 9""",170 lbs.,--,Orthodox,1.25,22%,4.03,52%,0.94,18%,42%,0.0
Dokonjonosuke Mishima,RECORD: 21-7-2,"5' 7""",155 lbs.,--,Southpaw,1.06,41%,1.22,52%,2.47,40%,25%,1.4
Drew Fickett,RECORD: 42-21-0,"5' 10""",155 lbs.,"70""",Orthodox,2.33,41%,2.29,57%,1.30,35%,30%,2.2
Rex Holman,RECORD: 4-2-0,"6' 3""",205 lbs.,--,Southpaw,2.75,34%,7.25,40%,0.00,0%,100%,0.0
Sam Hoger,RECORD: 10-4-0,"6' 2""",205 lbs.,--,Orthodox,1.07,25%,2.25,57%,1.12,38%,29%,1.3
Chris Price,RECORD: 19-4-0,"6' 2""",185 lbs.,--,Southpaw,1.44,66%,2.59,48%,0.00,0%,33%,2.2
Ross Pointon,RECORD: 6-17-0,"5' 8""",170 lbs.,--,Orthodox,2.62,23%,2.77,58%,1.19,100%,0%,0.0
Marcio Cruz,RECORD: 8-3-0,"6' 4""",232 lbs.,--,Orthodox,2.92,46%,1.51,68%,0.53,7%,37%,1.6
Jeff Joslin,RECORD: 5-3-0,"6' 0""",170 lbs.,--,Orthodox,2.17,39%,1.57,65%,0.50,33%,64%,0.5
Shonie Carter,RECORD: 51-31-7 (1 NC),"5' 10""",170 lbs.,--,Southpaw,1.62,36%,2.32,47%,0.75,66%,75%,0.0
Dave Menne,RECORD: 45-17-2,"5' 10""",170 lbs.,--,Orthodox,1.84,44%,1.99,42%,0.46,50%,57%,2.5
Logan Clark,RECORD: 18-6-0,"6' 2""",185 lbs.,--,Orthodox,2.20,54%,1.49,53%,0.31,100%,30%,2.1
Steve Byrnes,RECORD: 6-1-0,"6' 0""",170 lbs.,--,Orthodox,1.20,51%,2.67,27%,3.00,60%,0%,4.0
Jeff Monson,RECORD: 60-26-1,"5' 9""",247 lbs.,"74""",Orthodox,0.97,30%,2.87,59%,1.06,12%,66%,0.7
Sherman Pendergarst,RECORD: 11-18-0 (1 NC),"6' 1""",235 lbs.,--,Orthodox,1.23,36%,3.08,16%,4.62,100%,0%,0.0
Josh Shockman,RECORD: 6-3-0,"6' 4""",235 lbs.,--,Southpaw,0.87,32%,0.87,58%,0.00,0%,23%,0.0
Edwin DeWees,RECORD: 38-17-0 (1 NC),"6' 1""",185 lbs.,--,Orthodox,1.53,33%,6.19,39%,2.18,66%,0%,3.3
Jeremy Jackson,RECORD: 9-5-0,"5' 10""",170 lbs.,--,Orthodox,0.71,27%,2.03,25%,1.52,40%,58%,0.0
Gideon Ray,RECORD: 17-15-1,"5' 10""",185 lbs.,--,Southpaw,2.08,40%,2.58,53%,1.49,100%,0%,0.0
Justin James,RECORD: 13-7-0,"5' 10""",155 lbs.,--,Orthodox,1.34,36%,2.68,50%,0.00,0%,50%,1.6
Ken Shamrock,RECORD: 28-17-2,"6' 1""",205 lbs.,"72""",Orthodox,1.47,46%,4.30,39%,0.94,60%,44%,2.5
Crafton Wallace,RECORD: 18-6-1,"6' 0""",185 lbs.,--,Orthodox,1.55,44%,2.36,47%,0.00,0%,42%,0.0
Mario Neto,RECORD: 13-5-0,"6' 0""",229 lbs.,--,Orthodox,1.89,50%,1.89,70%,2.84,100%,0%,0.0
Danny Abbadi,RECORD: 4-6-0,"5' 11""",155 lbs.,--,Orthodox,3.29,38%,4.41,57%,0.00,0%,77%,0.0
Rob MacDonald,RECORD: 5-4-0,"6' 3""",205 lbs.,"78""",Orthodox,1.80,50%,2.04,46%,7.19,80%,80%,5.4
Wes Combs,RECORD: 20-6-0,"6' 2""",205 lbs.,--,Orthodox,2.14,48%,4.73,45%,0.00,0%,0%,0.0
Cory Walmsley,RECORD: 8-2-0,"6' 0""",205 lbs.,--,Orthodox,0.79,100%,1.18,50%,0.00,0%,0%,0.0
Yuki Sasaki,RECORD: 25-22-2,"6' 2""",185 lbs.,--,Orthodox,1.09,43%,1.20,57%,0.43,100%,66%,0.0
Jason Von Flue,RECORD: 14-12-1,"6' 0""",170 lbs.,--,Orthodox,1.89,36%,3.23,52%,0.62,16%,58%,1.5
Kristof Midoux,RECORD: 6-10-0,"6' 1""",220 lbs.,--,Orthodox,0.70,43%,2.89,49%,0.00,0%,0%,0.0
Sammy Morgan,RECORD: 18-12-0,"5' 10""",170 lbs.,--,Orthodox,1.05,22%,3.74,40%,1.43,20%,0%,0.5
Dan Christison,RECORD: 20-7-0,"6' 8""",265 lbs.,--,Orthodox,4.23,51%,3.88,54%,0.00,0%,37%,1.1
Joe Jordan,RECORD: 49-14-2,"5' 6""",155 lbs.,--,Orthodox,1.85,25%,4.27,59%,0.00,0%,66%,0.0
Gilbert Aldana,RECORD: 6-2-0,"6' 1""",250 lbs.,--,Orthodox,2.91,54%,6.26,26%,2.57,40%,33%,0.0
Branden Lee Hinkle,RECORD: 17-11-0 (1 NC),"6' 3""",235 lbs.,--,Orthodox,2.61,69%,3.91,26%,4.34,57%,66%,4.3
Kristian Rothaermel,RECORD: 4-3-0,"6' 0""",205 lbs.,--,Open Stance,0.75,50%,2.49,41%,0.00,0%,0%,0.0
Justin Levens,RECORD: 10-7-0,"5' 11""",185 lbs.,--,Orthodox,1.24,47%,3.15,37%,1.69,50%,33%,5.1
Solomon Hutcherson,RECORD: 11-7-0 (1 NC),"5' 11""",185 lbs.,--,Southpaw,2.59,39%,2.59,64%,3.53,100%,0%,0.0
Royce Gracie,RECORD: 15-2-3,"6' 1""",175 lbs.,--,Southpaw,0.88,41%,1.13,37%,0.00,0%,66%,0.8
Fabiano Scherner,RECORD: 11-10-0 (3 NC),"6' 3""",257 lbs.,--,Orthodox,1.31,31%,3.20,38%,1.09,33%,40%,0.0
Rick Davis,RECORD: 3-1-1,"5' 9""",155 lbs.,--,Orthodox,3.09,50%,6.19,64%,0.00,0%,0%,0.0
Nick Thompson,RECORD: 38-14-1,"6' 1""",170 lbs.,"74""",Orthodox,1.87,42%,1.80,49%,1.06,100%,35%,2.6
David Terrell,RECORD: 6-2-0,"6' 1""",185 lbs.,--,Southpaw,2.34,63%,2.71,37%,5.54,50%,0%,5.5
Derrick Noble,RECORD: 27-15-1,"5' 9""",170 lbs.,--,Southpaw,6.21,40%,3.79,59%,0.00,0%,0%,0.0
Ansar Chalangov,RECORD: 14-5-0,"5' 9""",170 lbs.,--,Orthodox,0.68,66%,1.69,54%,0.00,0%,0%,7.6
Trevor Prangley,RECORD: 34-11-2,"6' 1""",185 lbs.,"75""",Orthodox,2.59,60%,2.02,48%,3.38,55%,74%,1.0
Steve Vigneault,RECORD: 12-6-0,"5' 10""",185 lbs.,--,Orthodox,2.19,28%,5.75,44%,0.00,0%,100%,0.0
Tom Murphy,RECORD: 8-0-0,"6' 2""",227 lbs.,--,Southpaw,2.50,71%,0.17,84%,7.51,85%,0%,2.5
Icho Larenas,RECORD: 6-5-0,"6' 3""",235 lbs.,--,Orthodox,0.17,15%,2.50,28%,0.00,0%,14%,0.0
Justin Eilers,RECORD: 19-7-1,"6' 1""",235 lbs.,--,Orthodox,2.86,43%,5.66,49%,0.82,25%,50%,0.0
Mike van Arsdale,RECORD: 8-5-0,"6' 2""",205 lbs.,--,Switch,1.52,41%,1.91,41%,1.06,14%,37%,0.0
Mike Whitehead,RECORD: 27-8-0,"6' 1""",205 lbs.,--,Orthodox,1.62,33%,2.36,59%,3.59,43%,77%,0.3
Alex Karalexis,RECORD: 10-6-0,"5' 8""",155 lbs.,"66""",Orthodox,2.57,42%,2.39,54%,2.70,45%,86%,0.9
Kevin Jordan,RECORD: 11-9-0,"6' 3""",245 lbs.,--,Orthodox,2.00,40%,1.91,55%,0.00,0%,77%,0.6
Jeff Newton,RECORD: 4-2-0,"6' 2""",205 lbs.,--,Sideways,0.28,20%,1.41,52%,0.00,0%,0%,8.5
Kit Cope,RECORD: 6-7-0,"6' 0""",170 lbs.,--,Orthodox,1.18,52%,2.12,35%,0.00,0%,50%,3.5
Kerry Schall,RECORD: 24-13-0 (1 NC),"6' 2""",265 lbs.,--,Orthodox,0.94,11%,4.84,63%,0.00,0%,0%,0.0
Sean Gannon,RECORD: 2-1-0,"6' 3""",265 lbs.,--,Southpaw,0.00,0%,6.38,28%,0.00,0%,50%,0.0
Keigo Kunihara,RECORD: 3-2-0,"6' 0""",235 lbs.,--,Orthodox,0.17,10%,1.99,57%,4.97,40%,100%,2.5
Ron Faircloth,RECORD: 33-20-0 (1 NC),"5' 9""",205 lbs.,--,Orthodox,0.39,40%,8.90,42%,0.00,0%,0%,0.0
Tra Telligman,RECORD: 7-5-1,"6' 2""",233 lbs.,--,Orthodox,1.83,35%,3.02,56%,0.87,100%,80%,0.0
Brian Gassaway,RECORD: 29-20-2 (1 NC),"6' 1""",170 lbs.,--,Orthodox,0.34,26%,3.65,44%,0.00,0%,42%,0.0
Matt Lindland,RECORD: 22-9-0,"6' 0""",185 lbs.,"74""",Southpaw,2.62,50%,1.56,52%,3.01,48%,60%,1.3
Bill Mahood,RECORD: 20-7-1 (1 NC),"6' 3""",200 lbs.,--,Orthodox,1.54,85%,3.59,17%,0.00,0%,0%,3.9
Koji Oishi,RECORD: 25-10-10,"5' 8""",170 lbs.,--,Orthodox,1.43,9%,17.86,43%,0.00,0%,0%,0.0
Travis Wiuff,RECORD: 75-21-0 (1 NC),"6' 3""",205 lbs.,--,Orthodox,0.48,30%,4.03,41%,4.84,57%,44%,1.2
John Marsh,RECORD: 8-7-0,"6' 0""",265 lbs.,--,Orthodox,0.83,42%,2.23,40%,0.43,100%,54%,0.4
Bobby Southworth,RECORD: 10-6-0 (1 NC),"6' 2""",205 lbs.,--,Orthodox,0.99,39%,1.38,65%,3.98,78%,64%,1.3
Jason Thacker,RECORD: 0-1-0,"5' 10""",185 lbs.,--,Orthodox,0.63,33%,17.05,32%,0.00,0%,0%,0.0
Chris Sanford,RECORD: 5-1-0,"5' 11""",185 lbs.,--,Orthodox,0.23,50%,3.22,17%,0.00,0%,0%,3.5
Lodune Sincaid,RECORD: 15-9-0,"5' 9""",185 lbs.,--,Orthodox,2.72,42%,6.17,57%,0.00,0%,75%,0.0
Alex Schoenauer,RECORD: 15-10-0,"6' 3""",185 lbs.,--,Orthodox,1.22,40%,2.27,42%,0.00,0%,22%,4.9
Josh Rafferty,RECORD: 9-8-0,"6' 0""",170 lbs.,--,Orthodox,0.60,33%,3.60,50%,0.00,0%,0%,9.0
Mike Kyle,RECORD: 22-14-1 (2 NC),"6' 4""",205 lbs.,"77""",Orthodox,3.93,51%,3.35,49%,1.33,62%,50%,0.8
Renato Verissimo,RECORD: 7-5-0 (1 NC),"6' 1""",170 lbs.,--,Orthodox,0.92,48%,1.87,47%,1.46,30%,50%,2.5
Tony Fryklund,RECORD: 14-9-1,"6' 0""",185 lbs.,--,Orthodox,3.49,39%,6.50,43%,0.00,0%,66%,0.5
Vernon White,RECORD: 26-33-2,"6' 0""",205 lbs.,--,Southpaw,2.11,38%,2.20,54%,0.88,28%,44%,0.0
Ronald Jhun,RECORD: 24-26-2,"5' 11""",170 lbs.,--,Orthodox,1.45,57%,3.01,50%,1.81,100%,100%,0.0
Kimo Leopoldo,RECORD: 10-7-1,"6' 3""",235 lbs.,--,Orthodox,0.76,83%,2.12,30%,4.55,100%,0%,2.3
Curtis Stout,RECORD: 11-12-1,"6' 1""",185 lbs.,--,Southpaw,0.69,67%,3.20,29%,0.00,0%,20%,0.0
Tiki Ghosn,RECORD: 10-7-1,"5' 10""",170 lbs.,--,Orthodox,2.78,46%,2.94,58%,0.41,50%,61%,0.0
Wesley Correira,RECORD: 20-16-0,"6' 3""",260 lbs.,--,Orthodox,2.60,36%,8.80,40%,0.00,0%,90%,0.0
Wes Sims,RECORD: 24-14-1 (2 NC),"6' 10""",260 lbs.,--,Orthodox,0.98,51%,2.95,37%,0.00,0%,40%,2.3
Jonathan Wiezorek,RECORD: 11-2-0,"6' 3""",250 lbs.,--,Southpaw,1.27,58%,5.47,31%,1.91,20%,0%,0.0
Wade Shipp,RECORD: 11-5-0,"6' 3""",245 lbs.,--,Orthodox,4.29,86%,2.14,0%,0.00,0%,75%,0.0
Genki Sudo,RECORD: 15-4-2,"5' 9""",155 lbs.,--,Orthodox,1.55,39%,2.23,33%,3.58,60%,50%,4.2
Carlos Newton,RECORD: 16-14-0,"5' 9""",170 lbs.,--,Orthodox,0.65,41%,1.55,44%,2.47,70%,43%,0.9
Lee Murray,RECORD: 8-2-1 (1 NC),"6' 3""",185 lbs.,--,Orthodox,0.36,15%,3.28,32%,0.90,100%,42%,1.8
Falaniko Vitale,RECORD: 30-11-0,"5' 10""",185 lbs.,--,Orthodox,1.88,49%,3.68,47%,0.72,33%,86%,0.0
David Abbott,RECORD: 10-15-0,"6' 0""",265 lbs.,--,Switch,1.35,30%,3.55,38%,1.07,33%,66%,0.0
Pedro Rizzo,RECORD: 20-11-0,"6' 1""",241 lbs.,--,Orthodox,1.93,34%,3.02,50%,0.26,28%,78%,0.0
Ricco Rodriguez,RECORD: 53-25-0 (1 NC),"6' 4""",265 lbs.,--,Orthodox,1.85,51%,1.15,61%,2.30,39%,40%,1.0
Keith Rockel,RECORD: 12-4-1,"6' 0""",185 lbs.,--,Orthodox,1.13,73%,0.21,66%,4.63,75%,100%,4.6
Chris Liguori,RECORD: 15-10-0,"5' 9""",185 lbs.,--,Orthodox,0.29,33%,1.44,0%,0.00,0%,50%,0.0
Nick Agallar,RECORD: 24-6-0,"5' 8""",155 lbs.,--,Orthodox,0.69,11%,4.56,42%,0.00,0%,0%,0.0
Gan McGee,RECORD: 13-5-0,"6' 10""",265 lbs.,--,Orthodox,2.20,29%,2.31,59%,0.65,25%,83%,0.0
Dave Strasser,RECORD: 25-8-0,"5' 10""",170 lbs.,--,Orthodox,3.04,45%,1.88,59%,0.72,33%,33%,0.0
Gerald Strebendt,RECORD: 9-7-0,"5' 9""",155 lbs.,--,Orthodox,0.00,0%,4.00,38%,0.00,0%,0%,16.4
Ian Freeman,RECORD: 20-7-1,"5' 11""",225 lbs.,--,Orthodox,2.54,48%,3.11,44%,1.44,40%,80%,0.7
Eddie Ruiz,RECORD: 1-1-0,"5' 7""",155 lbs.,--,Orthodox,0.20,25%,1.40,47%,2.00,12%,0%,0.0
Romie Aram,RECORD: 7-1-0,"5' 10""",170 lbs.,--,Orthodox,1.80,35%,2.83,50%,2.50,62%,83%,0.0
Sean Alvarez,RECORD: 4-3-0,"6' 0""",235 lbs.,--,Orthodox,0.89,37%,3.25,47%,0.00,0%,0%,0.0
Richard Crunkilton,RECORD: 19-4-0,"5' 7""",155 lbs.,--,Orthodox,1.72,41%,1.45,58%,4.08,61%,65%,1.3
Mark Weir,RECORD: 21-18-1,"6' 2""",185 lbs.,--,Southpaw,1.54,56%,2.50,38%,0.80,50%,25%,2.4
Alexandre Dantas,RECORD: 0-3-0,"6' 2""",238 lbs.,--,Orthodox,0.21,25%,1.87,60%,0.00,0%,0%,3.1
Gil Castillo,RECORD: 8-5-0,"5' 9""",170 lbs.,--,Southpaw,0.60,45%,2.22,44%,3.33,45%,50%,0.0
Phillip Miller,RECORD: 16-0-0,"5' 11""",185 lbs.,--,Orthodox,1.61,54%,1.93,50%,3.62,25%,100%,0.6
Benji Radach,RECORD: 21-7-0 (1 NC),"5' 10""",185 lbs.,--,Orthodox,2.62,49%,2.31,51%,1.06,41%,71%,0.4
Eugene Jackson,RECORD: 15-9-1,"5' 8""",185 lbs.,--,Orthodox,2.19,33%,3.44,32%,1.91,71%,16%,2.3
Leigh Remedios,RECORD: 18-10-2,"5' 7""",155 lbs.,--,Orthodox,0.75,41%,1.36,68%,0.00,0%,33%,0.0
James Zikic,RECORD: 21-10-2,"6' 2""",205 lbs.,--,Orthodox,1.47,35%,1.60,44%,0.50,25%,74%,0.5
Chris Haseman,RECORD: 20-17-0,"5' 11""",205 lbs.,--,Orthodox,0.93,70%,4.67,28%,0.00,0%,40%,2.0
Nick Serra,RECORD: 7-3-0,"5' 9""",170 lbs.,--,Orthodox,0.00,0%,1.73,43%,1.00,10%,0%,2.0
Zach Light,RECORD: 9-11-0,"5' 8""",170 lbs.,--,Orthodox,0.81,33%,1.90,48%,1.36,100%,0%,0.0
Steve Berger,RECORD: 21-23-2 (1 NC),"5' 11""",170 lbs.,--,Orthodox,1.00,27%,3.26,36%,0.84,40%,16%,1.7
Rodrigo Ruas,RECORD: 4-5-1 (1 NC),"5' 10""",185 lbs.,--,Orthodox,1.28,35%,7.00,41%,0.00,0%,0%,0.0
Joao Pierini,RECORD: 4-1-0,"6' 1""",155 lbs.,--,Switch,0.76,14%,4.56,33%,0.00,0%,0%,0.0
Murilo Bustamante,RECORD: 15-8-1,"6' 2""",183 lbs.,--,Orthodox,1.33,32%,1.90,60%,2.46,33%,54%,1.2
Tsuyoshi Kohsaka,RECORD: 27-19-2,"5' 11""",225 lbs.,--,Orthodox,1.88,38%,4.41,54%,1.32,20%,33%,0.4
Paul Creighton,RECORD: 3-1-0,"5' 6""",155 lbs.,--,Southpaw,0.72,75%,4.65,30%,5.37,37%,0%,0.0
Amar Suloev,RECORD: 24-7-0,"5' 9""",183 lbs.,--,Orthodox,1.98,37%,2.19,70%,0.27,100%,88%,0.3
Andrei Semenov,RECORD: 34-9-2,"6' 0""",185 lbs.,--,Orthodox,0.78,15%,2.44,60%,1.74,80%,55%,0.4
Hayato Sakurai,RECORD: 38-13-2,"5' 7""",168 lbs.,--,Orthodox,2.45,49%,1.94,59%,1.87,69%,56%,0.3
Pat Miletich,RECORD: 29-7-2,"5' 10""",170 lbs.,--,Orthodox,1.79,45%,1.66,63%,1.96,100%,54%,1.0
Pete Williams,RECORD: 12-6-0,"6' 3""",235 lbs.,--,Orthodox,0.61,62%,2.77,40%,1.84,40%,16%,0.9
Kelly Dullanty,RECORD: 4-2-0,"5' 8""",155 lbs.,--,Orthodox,0.00,0%,0.67,75%,0.00,0%,66%,0.0
Jutaro Nakao,RECORD: 25-19-4,"5' 9""",170 lbs.,--,Southpaw,0.53,38%,1.06,44%,0.38,50%,56%,0.0
Kevin Randleman,RECORD: 17-16-0,"5' 10""",205 lbs.,--,Orthodox,1.26,54%,1.12,57%,2.00,56%,30%,0.8
Chris Brennan,RECORD: 21-13-1,"5' 8""",170 lbs.,--,Orthodox,0.60,40%,0.97,50%,0.00,0%,25%,2.1
Bobby Hoffman,RECORD: 36-10-1 (2 NC),"6' 2""",245 lbs.,--,Orthodox,2.02,70%,1.32,19%,1.17,50%,0%,1.2
Homer Moore,RECORD: 26-9-2,"5' 10""",205 lbs.,--,Orthodox,0.68,50%,0.68,0%,5.07,66%,0%,0.0
Roberto Traven,RECORD: 6-4-1,"6' 3""",227 lbs.,--,Orthodox,0.92,50%,2.77,57%,0.00,0%,0%,0.0
Fabiano Iha,RECORD: 9-5-0,"5' 8""",155 lbs.,--,Orthodox,1.73,47%,2.49,42%,2.88,40%,50%,2.9
Semmy Schilt,RECORD: 26-14-1,"6' 10""",265 lbs.,--,Orthodox,1.20,50%,1.31,53%,0.00,0%,47%,1.1
Yuki Kondo,RECORD: 60-33-9,"5' 11""",183 lbs.,--,Southpaw,1.14,42%,2.57,51%,0.76,41%,37%,0.5
Paul Rodriguez,RECORD: 10-9-2,"5' 7""",155 lbs.,--,Orthodox,0.84,100%,1.68,68%,0.00,0%,50%,0.0
Joey Gilbert,RECORD: 2-3-0,"5' 11""",155 lbs.,--,Orthodox,0.61,42%,4.44,31%,0.00,0%,0%,0.0
Phil Johns,RECORD: 30-14-1,"5' 2""",170 lbs.,--,Southpaw,1.20,66%,1.80,50%,0.00,0%,50%,0.0
Mark Robinson,RECORD: 1-0-0 (1 NC),"6' 0""",265 lbs.,--,Orthodox,0.00,0%,5.80,13%,0.00,0%,0%,0.0
Kenichi Yamamoto,RECORD: 5-12-2,"6' 0""",170 lbs.,--,Orthodox,0.30,46%,1.93,38%,0.00,0%,10%,0.3
