Win/Loss,Fighters,KD,Str,Td,Sub,Weight Class,Method,Round,Time,Event Name,Date,Location
WIN,"Evan Tanner, Homer Moore","0, 0","4, 4","0, 2","4, 0",Light,"SUB, Armbar",2,0:55,UFC 34: High Voltage,"DATE: November 02, 2001","LOCATION: Las Vegas, Nevada, USA"
WIN,"Matt Lindland, Phil Baroni","0, 1","71, 32","4, 0","0, 2",Middleweight,M-DEC,3,5:00,UFC 34: High Voltage,"DATE: November 02, 2001","LOCATION: Las Vegas, Nevada, USA"
WIN,"Frank Mir, Roberto Traven","0, 0","3, 1","0, 0","1, 0",Heavyweight,"SUB, Armbar",1,1:05,UFC 34: High Voltage,"DATE: November 02, 2001","LOCATION: Las Vegas, Nevada, USA"
WIN,"Tito Ortiz, Vladimir Matyushenko","0, 0","64, 19","5, 1","0, 0",Light,U-DEC,5,5:00,UFC 33: Victory in Vegas,"DATE: September 28, 2001","LOCATION: Las Vegas, Nevada, USA"
WIN,"Jens Pulver, Dennis Hallman","0, 0","27, 15","0, 2","1, 3",Lightweight,U-DEC,5,5:00,UFC 33: Victory in Vegas,"DATE: September 28, 2001","LOCATION: Las Vegas, Nevada, USA"
WIN,"Chuck Liddell, Murilo Bustamante","1, 0","27, 15","0, 2","0, 0",Light,U-DEC,3,5:00,UFC 33: Victory in Vegas,"DATE: September 28, 2001","LOCATION: Las Vegas, Nevada, USA"
WIN,"Matt Serra, Yves Edwards","0, 0","9, 9","3, 0","3, 0",Welterweight,M-DEC,3,5:00,UFC 33: Victory in Vegas,"DATE: September 28, 2001","LOCATION: Las Vegas, Nevada, USA"
WIN,"Dave Menne, Gil Castillo","0, 0","70, 9","1, 7","4, 0",Middleweight,U-DEC,5,5:00,UFC 33: Victory in Vegas,"DATE: September 28, 2001","LOCATION: Las Vegas, Nevada, USA"
WIN,"Jutaro Nakao, Tony DeSouza","1, 0","8, 1","0, 0","0, 0",Welterweight,"KO/TKO, Punch",2,0:15,UFC 33: Victory in Vegas,"DATE: September 28, 2001","LOCATION: Las Vegas, Nevada, USA"
WIN,"Ricardo Almeida, Eugene Jackson","0, 0","4, 1","1, 2","1, 2",Middleweight,"SUB, Triangle Choke",1,4:06,UFC 33: Victory in Vegas,"DATE: September 28, 2001","LOCATION: Las Vegas, Nevada, USA"
WIN,"Din Thomas, Fabiano Iha","0, 0","42, 19","1, 2","0, 2",Lightweight,U-DEC,3,5:00,UFC 33: Victory in Vegas,"DATE: September 28, 2001","LOCATION: Las Vegas, Nevada, USA"
WIN,"Tito Ortiz, Elvis Sinosic","0, 0","35, 3","1, 0","0, 0",Light,"KO/TKO, Elbows",1,3:32,UFC 32: Showdown in the Meadowlands,"DATE: June 29, 2001","LOCATION: East Rutherford, New Jersey, USA"
WIN,"BJ Penn, Din Thomas","1, 0","6, 1","0, 1","0, 0",Lightweight,"KO/TKO, Knee",1,2:42,UFC 32: Showdown in the Meadowlands,"DATE: June 29, 2001","LOCATION: East Rutherford, New Jersey, USA"
WIN,"Josh Barnett, Semmy Schilt","0, 0","10, 1","1, 0","1, 0",Heavyweight,"SUB, Armbar",1,4:21,UFC 32: Showdown in the Meadowlands,"DATE: June 29, 2001","LOCATION: East Rutherford, New Jersey, USA"
WIN,"Pat Miletich, Shonie Carter","1, 0","10, 14","1, 0","0, 0",Welterweight,"KO/TKO, Kick",2,2:42,UFC 32: Showdown in the Meadowlands,"DATE: June 29, 2001","LOCATION: East Rutherford, New Jersey, USA"
WIN,"Caol Uno, Fabiano Iha","0, 0","8, 6","2, 0","0, 1",Lightweight,"KO/TKO, Punches",1,1:48,UFC 32: Showdown in the Meadowlands,"DATE: June 29, 2001","LOCATION: East Rutherford, New Jersey, USA"
WIN,"Vladimir Matyushenko, Yuki Kondo","0, 0","17, 1","3, 0","0, 0",Light,U-DEC,3,5:00,UFC 32: Showdown in the Meadowlands,"DATE: June 29, 2001","LOCATION: East Rutherford, New Jersey, USA"
WIN,"Ricco Rodriguez, Andrei Arlovski","0, 0","30, 11","2, 0","1, 0",Heavyweight,"KO/TKO, Punches",3,1:23,UFC 32: Showdown in the Meadowlands,"DATE: June 29, 2001","LOCATION: East Rutherford, New Jersey, USA"
WIN,"Tony DeSouza, Paul Rodriguez","0, 0","1, 2","0, 0","2, 0",Welterweight,"SUB, Guillotine Choke",1,1:05,UFC 32: Showdown in the Meadowlands,"DATE: June 29, 2001","LOCATION: East Rutherford, New Jersey, USA"
WIN,"Randy Couture, Pedro Rizzo","0, 1","69, 42","3, 0","0, 0",Heavyweight,U-DEC,5,5:00,UFC 31: Locked and Loaded,"DATE: May 04, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Carlos Newton, Pat Miletich","0, 0","14, 28","4, 0","1, 0",Welterweight,"SUB, Bulldog Choke",3,2:50,UFC 31: Locked and Loaded,"DATE: May 04, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Chuck Liddell, Kevin Randleman","1, 0","3, 0","0, 0","0, 0",Light,"KO/TKO, Punch",1,1:18,UFC 31: Locked and Loaded,"DATE: May 04, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Shonie Carter, Matt Serra","2, 0","18, 10","2, 2","0, 3",Welterweight,"KO/TKO, Spinning Back Fist",3,4:51,UFC 31: Locked and Loaded,"DATE: May 04, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Semmy Schilt, Pete Williams","2, 0","15, 6","0, 1","0, 0",Heavyweight,"KO/TKO, Punch",2,1:28,UFC 31: Locked and Loaded,"DATE: May 04, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Matt Lindland, Ricardo Almeida","0, 0","22, 9","5, 0","0, 0",Light,DQ,3,4:21,UFC 31: Locked and Loaded,"DATE: May 04, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"BJ Penn, Joey Gilbert","0, 0","22, 3","2, 0","0, 0",Lightweight,"KO/TKO, Punches",1,4:57,UFC 31: Locked and Loaded,"DATE: May 04, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Tony DeSouza, Steve Berger","0, 0","28, 2","5, 0","0, 3",Welterweight,U-DEC,3,5:00,UFC 31: Locked and Loaded,"DATE: May 04, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Tito Ortiz, Evan Tanner","0, 0","7, 0","1, 0","0, 0",Middleweight,"KO/TKO, Slam",1,0:32,UFC 30: Battle on the Boardwalk,"DATE: February 23, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Jens Pulver, Caol Uno","0, 0","50, 50","0, 3","0, 0",Lightweight,U-DEC,5,5:00,UFC 30: Battle on the Boardwalk,"DATE: February 23, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Fabiano Iha, Phil Johns","0, 0","3, 2","1, 0","1, 0",Welterweight,"SUB, Armbar",1,1:40,UFC 30: Battle on the Boardwalk,"DATE: February 23, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Elvis Sinosic, Jeremy Horn","0, 0","2, 4","0, 0","2, 0",Middleweight,"SUB, Triangle Choke",1,2:52,UFC 30: Battle on the Boardwalk,"DATE: February 23, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Pedro Rizzo, Josh Barnett","1, 0","31, 39","0, 0","0, 0",Heavyweight,"KO/TKO, Punch",2,4:21,UFC 30: Battle on the Boardwalk,"DATE: February 23, 2001","LOCATION: Atlantic City, New Jersey, USA"
"NC, NC","Bobby Hoffman, Mark Robinson","1, 0","20, 0","0, 0","0, 0",Heavyweight,Overturned,1,3:27,UFC 30: Battle on the Boardwalk,"DATE: February 23, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Phil Baroni, Curtis Stout","0, 0","39, 2","2, 0","0, 0",Middleweight,U-DEC,2,5:00,UFC 30: Battle on the Boardwalk,"DATE: February 23, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Sean Sherk, Tiki Ghosn","0, 0","12, 1","4, 0","0, 0",Welterweight,"SUB, Injury",2,4:47,UFC 30: Battle on the Boardwalk,"DATE: February 23, 2001","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Tito Ortiz, Yuki Kondo","0, 1","16, 2","2, 0","2, 0",Middleweight,"SUB, Neck Crank",1,1:52,UFC 29: Defense of the Belts,"DATE: December 16, 2000","LOCATION: Tokyo, Japan"
WIN,"Pat Miletich, Kenichi Yamamoto","0, 0","16, 3","3, 0","2, 0",Welterweight,"SUB, Guillotine Choke",2,1:58,UFC 29: Defense of the Belts,"DATE: December 16, 2000","LOCATION: Tokyo, Japan"
WIN,"Matt Lindland, Yoji Anjo","0, 0","17, 0","0, 0","0, 0",Middleweight,"KO/TKO, Punches",1,2:58,UFC 29: Defense of the Belts,"DATE: December 16, 2000","LOCATION: Tokyo, Japan"
WIN,"Fabiano Iha, Daiju Takase","0, 0","8, 0","1, 0","0, 0",Welterweight,"KO/TKO, Punches",1,2:24,UFC 29: Defense of the Belts,"DATE: December 16, 2000","LOCATION: Tokyo, Japan"
WIN,"Evan Tanner, Lance Gibson","0, 0","32, 6","1, 0","0, 0",Middleweight,"KO/TKO, Punches",1,4:58,UFC 29: Defense of the Belts,"DATE: December 16, 2000","LOCATION: Tokyo, Japan"
WIN,"Dennis Hallman, Matt Hughes","0, 0","0, 1","0, 1","1, 0",Welterweight,"SUB, Armbar",1,0:20,UFC 29: Defense of the Belts,"DATE: December 16, 2000","LOCATION: Tokyo, Japan"
WIN,"Chuck Liddell, Jeff Monson","0, 0","42, 6","0, 1","0, 0",Middleweight,U-DEC,3,5:00,UFC 29: Defense of the Belts,"DATE: December 16, 2000","LOCATION: Tokyo, Japan"
WIN,"Randy Couture, Kevin Randleman","0, 0","28, 15","1, 2","1, 1",Heavyweight,"KO/TKO, Punches",3,4:13,UFC 28: High Stakes,"DATE: November 17, 2000","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Renato Sobral, Maurice Smith","0, 0","7, 5","4, 0","2, 0",Heavyweight,M-DEC,3,5:00,UFC 28: High Stakes,"DATE: November 17, 2000","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Josh Barnett, Gan McGee","0, 0","17, 10","1, 2","1, 0",Super,"KO/TKO, Elbows",2,4:34,UFC 28: High Stakes,"DATE: November 17, 2000","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Andrei Arlovski, Aaron Brink","0, 0","2, 0","1, 0","2, 0",Heavyweight,"SUB, Armbar",1,0:55,UFC 28: High Stakes,"DATE: November 17, 2000","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Jens Pulver, John Lewis","1, 0","1, 0","0, 0","0, 0",Lightweight,"KO/TKO, Punch",1,0:15,UFC 28: High Stakes,"DATE: November 17, 2000","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Mark Hughes, Alex Stiebling","0, 0","9, 4","2, 0","3, 1",Middleweight,U-DEC,2,5:00,UFC 28: High Stakes,"DATE: November 17, 2000","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Ben Earwood, Chris Lytle","0, 0","5, 2","2, 0","0, 1",Welterweight,U-DEC,2,5:00,UFC 28: High Stakes,"DATE: November 17, 2000","LOCATION: Atlantic City, New Jersey, USA"
WIN,"Pedro Rizzo, Dan Severn","1, 0","2, 0","0, 0","0, 0",Heavyweight,"KO/TKO, Kicks",1,1:33,UFC 27: Ultimate Bad Boyz,"DATE: September 22, 2000","LOCATION: New Orleans, Louisiana, USA"
WIN,"Maurice Smith, Bobby Hoffman","0, 0","43, 10","0, 4","0, 0",Heavyweight,S-DEC,3,5:00,UFC 27: Ultimate Bad Boyz,"DATE: September 22, 2000","LOCATION: New Orleans, Louisiana, USA"
WIN,"Jeremy Horn, Eugene Jackson","0, 0","2, 2","1, 0","1, 0",Middleweight,"SUB, Armbar",1,4:32,UFC 27: Ultimate Bad Boyz,"DATE: September 22, 2000","LOCATION: New Orleans, Louisiana, USA"
WIN,"Fabiano Iha, Laverne Clark","0, 0","1, 1","1, 0","2, 0",Welterweight,"SUB, Armbar",1,1:10,UFC 27: Ultimate Bad Boyz,"DATE: September 22, 2000","LOCATION: New Orleans, Louisiana, USA"
WIN,"Yuki Kondo, Alexandre Dantas","1, 0","33, 14","0, 2","0, 0",Middleweight,"KO/TKO, Flying Knee",3,2:28,UFC 27: Ultimate Bad Boyz,"DATE: September 22, 2000","LOCATION: New Orleans, Louisiana, USA"
WIN,"Ian Freeman, Tedd Williams","0, 0","30, 25","0, 1","0, 0",Heavyweight,U-DEC,3,5:00,UFC 27: Ultimate Bad Boyz,"DATE: September 22, 2000","LOCATION: New Orleans, Louisiana, USA"
WIN,"Jeff Monson, Tim Lajcik","0, 0","31, 5","1, 0","0, 0",Heavyweight,U-DEC,2,5:00,UFC 27: Ultimate Bad Boyz,"DATE: September 22, 2000","LOCATION: New Orleans, Louisiana, USA"
"DRAW, DRAW","Brad Gumm, CJ Fernandes","0, 0","18, 28","0, 1","0, 0",Welterweight,U-DEC,2,5:00,UFC 27: Ultimate Bad Boyz,"DATE: September 22, 2000","LOCATION: New Orleans, Louisiana, USA"
WIN,"Kevin Randleman, Pedro Rizzo","0, 0","17, 12","2, 0","2, 0",Heavyweight,U-DEC,5,5:00,UFC 26: Ultimate Field Of Dreams,"DATE: June 09, 2000","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Tyrone Roberts, David Dodd","0, 0","16, 10","1, 0","0, 0",Middleweight,U-DEC,3,5:00,UFC 26: Ultimate Field Of Dreams,"DATE: June 09, 2000","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Pat Miletich, John Alessio","0, 0","9, 1","2, 0","1, 2",Welterweight,"SUB, Armbar",2,1:43,UFC 26: Ultimate Field Of Dreams,"DATE: June 09, 2000","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Amaury Bitetti, Alex Andrade","0, 1","6, 12","0, 0","0, 0",Middleweight,DQ,2,0:43,UFC 26: Ultimate Field Of Dreams,"DATE: June 09, 2000","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Matt Hughes, Marcelo Aguiar","0, 0","18, 2","2, 0","0, 0",Welterweight,KO/TKO,1,4:34,UFC 26: Ultimate Field Of Dreams,"DATE: June 09, 2000","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Jens Pulver, Joao Roque","0, 0","4, 5","0, 1","0, 0",Lightweight,U-DEC,3,5:00,UFC 26: Ultimate Field Of Dreams,"DATE: June 09, 2000","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Ian Freeman, Nate Schroeder","0, 0","16, 9","1, 1","0, 0",Heavyweight,"KO/TKO, Knees",2,2:13,UFC 26: Ultimate Field Of Dreams,"DATE: June 09, 2000","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Shonie Carter, Adrian Serrano","0, 0","26, 6","3, 0","0, 0",Welterweight,U-DEC,2,5:00,UFC 26: Ultimate Field Of Dreams,"DATE: June 09, 2000","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Tito Ortiz, Wanderlei Silva","1, 0","20, 10","4, 0","0, 0",Middleweight,U-DEC,5,5:00,UFC 25: Ultimate Japan 3,"DATE: April 14, 2000","LOCATION: Tokyo, Japan"
WIN,"Murilo Bustamante, Yoji Anjo","0, 0","11, 0","4, 0","1, 0",Middleweight,"SUB, Arm Triangle",2,0:31,UFC 25: Ultimate Japan 3,"DATE: April 14, 2000","LOCATION: Tokyo, Japan"
WIN,"Sanae Kikuta, Eugene Jackson","0, 0","8, 4","2, 0","2, 1",Middleweight,"SUB, Armbar",1,4:38,UFC 25: Ultimate Japan 3,"DATE: April 14, 2000","LOCATION: Tokyo, Japan"
WIN,"Ron Waterman, Satoshi Honma","0, 0","51, 6","3, 0","1, 1",Heavyweight,U-DEC,3,5:00,UFC 25: Ultimate Japan 3,"DATE: April 14, 2000","LOCATION: Tokyo, Japan"
WIN,"Ikuhisa Minowa, Joe Slick","0, 0","3, 8","3, 0","0, 4",Middleweight,KO/TKO,3,1:54,UFC 25: Ultimate Japan 3,"DATE: April 14, 2000","LOCATION: Tokyo, Japan"
WIN,"Laverne Clark, Koji Oishi","0, 0","13, 1","0, 3","0, 0",Lightweight,M-DEC,3,5:00,UFC 25: Ultimate Japan 3,"DATE: April 14, 2000","LOCATION: Tokyo, Japan"
WIN,"Tedd Williams, Steve Judson","1, 0","9, 14","0, 0","0, 0",Heavyweight,"KO/TKO, Punch",1,3:23,UFC 24: First Defense,"DATE: March 10, 2000","LOCATION: Lake Charles, Louisiana, USA"
WIN,"Lance Gibson, Jermaine Andre","1, 1","33, 27","2, 0","1, 0",Middleweight,"KO/TKO, Knee",3,3:35,UFC 24: First Defense,"DATE: March 10, 2000","LOCATION: Lake Charles, Louisiana, USA"
WIN,"Dave Menne, Fabiano Iha","0, 0","37, 8","0, 1","1, 0",Lightweight,U-DEC,3,5:00,UFC 24: First Defense,"DATE: March 10, 2000","LOCATION: Lake Charles, Louisiana, USA"
WIN,"Bob Cook, Tiki Ghosn","0, 0","22, 24","1, 0","2, 0",Lightweight,"SUB, Rear Naked Choke",2,1:29,UFC 24: First Defense,"DATE: March 10, 2000","LOCATION: Lake Charles, Louisiana, USA"
WIN,"Jens Pulver, David Velasquez","0, 0","54, 20","3, 0","2, 0",Lightweight,"KO/TKO, Punches",2,2:41,UFC 24: First Defense,"DATE: March 10, 2000","LOCATION: Lake Charles, Louisiana, USA"
WIN,"Scott Adams, Ian Freeman","0, 0","0, 0","1, 0","4, 1",Heavyweight,"SUB, Heel Hook",1,3:09,UFC 24: First Defense,"DATE: March 10, 2000","LOCATION: Lake Charles, Louisiana, USA"
WIN,"Shonie Carter, Brad Gumm","0, 0","22, 12","5, 0","0, 1",Lightweight,U-DEC,2,5:00,UFC 24: First Defense,"DATE: March 10, 2000","LOCATION: Lake Charles, Louisiana, USA"
WIN,"Kevin Randleman, Pete Williams","0, 1","10, 8","6, 0","2, 1",Heavyweight,U-DEC,5,5:00,UFC 23: Ultimate Japan 2,"DATE: November 19, 1999","LOCATION: Chiba, Japan"
WIN,"Pedro Rizzo, Tsuyoshi Kohsaka","1, 0","14, 14","0, 0","0, 0",Heavyweight,"KO/TKO, Punch",3,1:17,UFC 23: Ultimate Japan 2,"DATE: November 19, 1999","LOCATION: Chiba, Japan"
WIN,"Kenichi Yamamoto, Katsuhisa Fujii","0, 0","1, 27","0, 2","1, 0",Open,"SUB, Kneebar",2,4:15,UFC 23: Ultimate Japan 2,"DATE: November 19, 1999","LOCATION: Chiba, Japan"
WIN,"Joe Slick, Jason DeLucia","0, 0","2, 1","1, 0","0, 0",Middleweight,KO/TKO,1,1:28,UFC 23: Ultimate Japan 2,"DATE: November 19, 1999","LOCATION: Chiba, Japan"
WIN,"Eugene Jackson, Keiichiro Yamamiya","1, 0","22, 14","0, 0","0, 0",Middleweight,"KO/TKO, Punch",3,3:12,UFC 23: Ultimate Japan 2,"DATE: November 19, 1999","LOCATION: Chiba, Japan"
WIN,"Kenichi Yamamoto, Daiju Takase","0, 0","20, 5","0, 0","0, 0",Open,U-DEC,3,5:00,UFC 23: Ultimate Japan 2,"DATE: November 19, 1999","LOCATION: Chiba, Japan"
WIN,"Katsuhisa Fujii, Masutatsu Yano","1, 0","18, 18","0, 1","0, 0",Open,"KO/TKO, Punches",2,3:12,UFC 23: Ultimate Japan 2,"DATE: November 19, 1999","LOCATION: Chiba, Japan"
WIN,"Frank Shamrock, Tito Ortiz","0, 0","31, 20","0, 8","1, 0",Middleweight,"KO/TKO, Punches",4,4:42,UFC 22: Only One Can be Champion,"DATE: September 24, 1999","LOCATION: Lake Charles, Louisiana, USA"
"DRAW, DRAW","Tim Lajcik, Ron Waterman","0, 0","12, 14","0, 2","0, 2",Heavyweight,U-DEC,3,5:00,UFC 22: Only One Can be Champion,"DATE: September 24, 1999","LOCATION: Lake Charles, Louisiana, USA"
WIN,"Jeremy Horn, Jason Godsey","0, 0","3, 1","0, 1","1, 0",Heavyweight,"SUB, Armbar",1,2:08,UFC 22: Only One Can be Champion,"DATE: September 24, 1999","LOCATION: Lake Charles, Louisiana, USA"
WIN,"Brad Kohler, Steve Judson","1, 0","3, 0","1, 0","0, 0",Heavyweight,"KO/TKO, Punch",1,0:30,UFC 22: Only One Can be Champion,"DATE: September 24, 1999","LOCATION: Lake Charles, Louisiana, USA"
WIN,"Chuck Liddell, Paul Jones","0, 0","13, 5","0, 0","0, 0",Middleweight,KO/TKO,1,3:53,UFC 22: Only One Can be Champion,"DATE: September 24, 1999","LOCATION: Lake Charles, Louisiana, USA"
WIN,"Matt Hughes, Valeri Ignatov","0, 0","77, 7","5, 0","0, 1",Lightweight,U-DEC,3,5:00,UFC 22: Only One Can be Champion,"DATE: September 24, 1999","LOCATION: Lake Charles, Louisiana, USA"
WIN,"John Lewis, Lowell Anderson","0, 0","20, 9","1, 0","0, 0",Middleweight,KO/TKO,3,0:13,UFC 22: Only One Can be Champion,"DATE: September 24, 1999","LOCATION: Lake Charles, Louisiana, USA"
"DRAW, DRAW","Jens Pulver, Alfonso Alcarez","0, 0","48, 34","0, 1","1, 0",Lightweight,M-DEC,2,5:00,UFC 22: Only One Can be Champion,"DATE: September 24, 1999","LOCATION: Lake Charles, Louisiana, USA"
WIN,"Maurice Smith, Marco Ruas","0, 0","4, 1","0, 1","0, 2",Heavyweight,KO/TKO,1,5:00,UFC 21: Return of the Champions,"DATE: July 16, 1999","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Pat Miletich, Andre Pederneiras","0, 0","13, 10","0, 0","0, 0",Lightweight,KO/TKO,2,1:34,UFC 21: Return of the Champions,"DATE: July 16, 1999","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Jeremy Horn, Daiju Takase","0, 0","35, 0","0, 0","0, 0",Middleweight,"KO/TKO, Elbows",1,4:41,UFC 21: Return of the Champions,"DATE: July 16, 1999","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Paul Jones, Flavio Luiz Moura","0, 1","21, 1","0, 0","2, 0",Middleweight,"SUB, Rear Naked Choke",1,4:20,UFC 21: Return of the Champions,"DATE: July 16, 1999","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Tsuyoshi Kohsaka, Tim Lajcik","0, 0","11, 12","0, 0","3, 0",Heavyweight,KO/TKO,2,5:00,UFC 21: Return of the Champions,"DATE: July 16, 1999","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Eugene Jackson, Royce Alger","1, 0","21, 11","0, 2","1, 0",Middleweight,"KO/TKO, Punch",2,1:19,UFC 21: Return of the Champions,"DATE: July 16, 1999","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Andre Roberts, Ron Waterman","1, 0","10, 22","0, 0","0, 0",Heavyweight,"KO/TKO, Punch",1,2:51,UFC 21: Return of the Champions,"DATE: July 16, 1999","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Travis Fulton, David Dodd","1, 0","25, 0","1, 0","0, 0",Heavyweight,U-DEC,2,5:00,UFC 21: Return of the Champions,"DATE: July 16, 1999","LOCATION: Cedar Rapids, Iowa, USA"
WIN,"Bas Rutten, Kevin Randleman","0, 0","18, 20","0, 6","1, 0",Heavyweight,S-DEC,3,3:00,UFC 20: Battle for the Gold,"DATE: May 07, 1999","LOCATION: Birmingham, Alabama, USA"
WIN,"Pedro Rizzo, Tra Telligman","1, 0","9, 16","0, 0","0, 0",Heavyweight,"KO/TKO, Punch",1,4:30,UFC 20: Battle for the Gold,"DATE: May 07, 1999","LOCATION: Birmingham, Alabama, USA"
WIN,"Pete Williams, Travis Fulton","0, 0","15, 6","0, 0","2, 0",Heavyweight,"SUB, Armbar",1,6:28,UFC 20: Battle for the Gold,"DATE: May 07, 1999","LOCATION: Birmingham, Alabama, USA"
WIN,"Wanderlei Silva, Tony Petarra","1, 0","25, 4","0, 0","0, 0",Middleweight,"KO/TKO, Knees",1,2:53,UFC 20: Battle for the Gold,"DATE: May 07, 1999","LOCATION: Birmingham, Alabama, USA"
WIN,"Marcelo Mello, David Roberts","0, 0","7, 0","1, 0","0, 0",Lightweight,"KO/TKO, Elbows",1,1:23,UFC 20: Battle for the Gold,"DATE: May 07, 1999","LOCATION: Birmingham, Alabama, USA"
WIN,"Laverne Clark, Fabiano Iha","1, 0","6, 0","0, 0","0, 2",Lightweight,KO/TKO,1,1:21,UFC 20: Battle for the Gold,"DATE: May 07, 1999","LOCATION: Birmingham, Alabama, USA"
WIN,"Ron Waterman, Chris Condo","0, 0","6, 0","1, 0","0, 0",Heavyweight,"KO/TKO, Punches",1,0:28,UFC 20: Battle for the Gold,"DATE: May 07, 1999","LOCATION: Birmingham, Alabama, USA"
WIN,"Tito Ortiz, Guy Mezger","0, 0","26, 2","2, 0","0, 3",Middleweight,"KO/TKO, Punches",1,9:56,UFC 19: Ultimate Young Guns,"DATE: March 05, 1999","LOCATION: Bay St. Louis, Mississippi, USA"
WIN,"Gary Goodridge, Andre Roberts","0, 0","8, 2","0, 0","0, 0",Heavyweight,"KO/TKO, Punches",1,0:43,UFC 19: Ultimate Young Guns,"DATE: March 05, 1999","LOCATION: Bay St. Louis, Mississippi, USA"
WIN,"Jeremy Horn, Chuck Liddell","0, 0","8, 12","3, 0","3, 0",Middleweight,"SUB, Arm Triangle",1,12:00,UFC 19: Ultimate Young Guns,"DATE: March 05, 1999","LOCATION: Bay St. Louis, Mississippi, USA"
WIN,"Kevin Randleman, Maurice Smith","0, 0","17, 9","4, 0","0, 2",Heavyweight,U-DEC,2,3:00,UFC 19: Ultimate Young Guns,"DATE: March 05, 1999","LOCATION: Bay St. Louis, Mississippi, USA"
WIN,"Evan Tanner, Valeri Ignatov","0, 0","23, 2","1, 0","1, 0",Middleweight,"KO/TKO, Elbows",1,2:58,UFC 19: Ultimate Young Guns,"DATE: March 05, 1999","LOCATION: Bay St. Louis, Mississippi, USA"
WIN,"Pete Williams, Jason Godsey","0, 0","3, 2","1, 0","1, 0",Heavyweight,"SUB, Kneebar",1,1:56,UFC 19: Ultimate Young Guns,"DATE: March 05, 1999","LOCATION: Bay St. Louis, Mississippi, USA"
WIN,"Sione Latu, Joey Roberts","0, 0","9, 17","1, 1","0, 2",Heavyweight,KO/TKO,1,10:01,UFC 19: Ultimate Young Guns,"DATE: March 05, 1999","LOCATION: Bay St. Louis, Mississippi, USA"
WIN,"Bas Rutten, Tsuyoshi Kohsaka","1, 0","31, 23","0, 3","0, 0",Heavyweight,"KO/TKO, Punches",2,2:15,UFC 18: The Road to the Heavyweight Title,"DATE: January 08, 1999","LOCATION: New Orleans, Louisiana, USA"
WIN,"Pat Miletich, Jorge Patino","0, 0","27, 19","3, 1","0, 1",Lightweight,U-DEC,3,3:00,UFC 18: The Road to the Heavyweight Title,"DATE: January 08, 1999","LOCATION: New Orleans, Louisiana, USA"
WIN,"Pedro Rizzo, Mark Coleman","0, 0","16, 25","0, 2","0, 0",Heavyweight,S-DEC,2,3:00,UFC 18: The Road to the Heavyweight Title,"DATE: January 08, 1999","LOCATION: New Orleans, Louisiana, USA"
WIN,"Tito Ortiz, Jerry Bohlander","0, 0","37, 9","6, 0","0, 0",Middleweight,KO/TKO,2,2:31,UFC 18: The Road to the Heavyweight Title,"DATE: January 08, 1999","LOCATION: New Orleans, Louisiana, USA"
WIN,"Mikey Burnett, Townsend Saunders","1, 0","42, 34","0, 0","1, 0",Lightweight,U-DEC,2,3:00,UFC 18: The Road to the Heavyweight Title,"DATE: January 08, 1999","LOCATION: New Orleans, Louisiana, USA"
WIN,"Evan Tanner, Darrel Gholar","0, 0","24, 4","1, 1","4, 0",Middleweight,"SUB, Rear Naked Choke",1,7:57,UFC 18: The Road to the Heavyweight Title,"DATE: January 08, 1999","LOCATION: New Orleans, Louisiana, USA"
